Subject	Alter	Group	Block	Blocktype	congruency[Block]	correctRESP[Block]	lstBlockOrder	lstCheckInstructions	practice1	practice2	Procedure[Block]	Running[Block]	stimulus[Block]	stimulus.ACC	stimulus.CRESP	stimulus.RESP	stimulus.RT	stimulus1.ACC	stimulus1.CRESP	stimulus1.RESP	stimulus1.RT	stimulus2.ACC[Block]	stimulus2.CRESP[Block]	stimulus2.RESP[Block]	stimulus2.RT[Block]	target[Block]	Trial	congruency[Trial]	correctRESP[Trial]	lstcong20	lstcong80	lstMain	Procedure[Trial]	Running[Trial]	stimulus[Trial]	stimulus2.ACC[Trial]	stimulus2.CRESP[Trial]	stimulus2.RESP[Trial]	stimulus2.RT[Trial]	target[Trial]
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															63	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	0	{-h}	{-g}	378	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															64	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	553	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															65	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	523	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															66	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	512	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															67	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	529	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															68	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	569	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															69	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	512	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															70	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	434	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															71	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	508	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															72	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	502	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															73	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	552	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															74	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	538	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															75	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	521	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															76	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	382	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															77	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	448	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															78	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	527	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															79	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	523	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															80	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	480	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															81	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	461	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															82	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	580	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															83	cong	{-h}	2		1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	443	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															84	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	456	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															85	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	487	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															86	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	460	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															87	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	387	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															88	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	413	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															89	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	580	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															90	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	364	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															91	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	504	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															92	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	386	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															93	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	484	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															94	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	385	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															95	cong	{-g}	1		1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	427	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															96	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	0	{-g}	{-h}	325	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															97	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	409	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															98	incong	{-h}	4		1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	481	2
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															99	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	541	1
72	20	1	29	lstcong20			2				BlockProc	lstBlockOrder															100	incong	{-g}	3		1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	487	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															1	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	821	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															2	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	671	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															3	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	417	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															4	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	504	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															5	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	522	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															6	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	496	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															7	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	582	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															8	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	448	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															9	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	415	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															10	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	487	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															11	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	659	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															12	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	458	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															13	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	634	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															14	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	484	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															15	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	528	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															16	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	608	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															17	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	495	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															18	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	502	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															19	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	424	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															20	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	650	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															21	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	361	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															22	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	534	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															23	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	701	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															24	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	431	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															25	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	449	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															26	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	552	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															27	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	346	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															28	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	396	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															29	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	417	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															30	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	520	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															31	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	373	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															32	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	500	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															33	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	523	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															34	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	536	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															35	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	495	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															36	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	486	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															37	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	507	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															38	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	405	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															39	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	410	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															40	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	433	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															41	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	603	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															42	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	448	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															43	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	511	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															44	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	497	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															45	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	424	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															46	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	0	{-g}	{-h}	322	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															47	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	407	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															48	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	395	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															49	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	464	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															50	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	514	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															51	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	476	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															52	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	496	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															53	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	432	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															54	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	434	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															55	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	508	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															56	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	622	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															57	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	376	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															58	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	471	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															59	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	601	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															60	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	421	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															61	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	319	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															62	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	517	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															63	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	506	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															64	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	523	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															65	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	535	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															66	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	422	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															67	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	553	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															68	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	546	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															69	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	405	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															70	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	482	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															71	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	534	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															72	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	421	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															73	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	384	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															74	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	569	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															75	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	392	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															76	incong	{-h}		4	1	TrialProc	lstMain	human_movI_cueM_cor_vert.jpg	1	{-h}	{-h}	498	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															77	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	1	{-g}	{-g}	545	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															78	incong	{-g}		3	1	TrialProc	lstMain	human_movM_cueI_cor_vert.jpg	0	{-g}	{-h}	300	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															79	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	532	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															80	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	442	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															81	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	463	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															82	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	504	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															83	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	491	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															84	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	546	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															85	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	492	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															86	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	524	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															87	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	536	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															88	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	480	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															89	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	524	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															90	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	369	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															91	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	472	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															92	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	426	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															93	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	564	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															94	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	568	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															95	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	464	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															96	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	586	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															97	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	732	2
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															98	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	490	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															99	cong	{-g}		1	1	TrialProc	lstMain	human_movI_cueI_cor_vert.jpg	1	{-g}	{-g}	442	1
72	20	1	30	lstcong80			1				BlockProc	lstBlockOrder															100	cong	{-h}		2	1	TrialProc	lstMain	human_movM_cueM_cor_vert.jpg	1	{-h}	{-h}	567	2
73	19	1	1			{-g}		1			CheckInstr	lstCheckInstructions	N1.jpg					1	{-g}	{-g}	460					1														
73	19	1	2			{-h}		2			CheckInstr	lstCheckInstructions	N2.jpg					1	{-h}	{-h}	504					2														
73	19	1	3			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	488									1														
73	19	1	4			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	359									2														
73	19	1	5			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	363									1														
73	19	1	6			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	408									2														
73	19	1	7			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	364									2														
73	19	1	8			{-g}			1		ProcPractice1	practice1	N1.jpg	1	{-g}	{-g}	304									1														
73	19	1	9			{-g}			1		ProcPractice1	practice1	N1.jpg	0	{-g}	{-h}	250									1														
73	19	1	10			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	265									2														
73	19	1	11			{-g}			1		ProcPractice1	practice1	N1.jpg	0	{-g}	{-h}	339									1														
73	19	1	12			{-h}			2		ProcPractice1	practice1	N2.jpg	1	{-h}	{-h}	378									2														
73	19	1	13		cong	{-g}				1	ProcPractice2	practice2	human_movI_cueI_cor_vert.jpg									1	{-g}	{-g}	339	1														
73	19	1	14		incong	{-g}				3	ProcPractice2	practice2	human_movM_cueI_cor_vert.jpg									1	{-g}	{-g}	474	1														
73	19	1	15		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	267	2														
73	19	1	16		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	389	2														
73	19	1	17		incong	{-h}				4	ProcPractice2	practice2	human_movI_cueM_cor_vert.jpg									1	{-h}	{-h}	367	2														
73	19	1	18		cong	{-h}				2	ProcPractice2	practice2	human_movM_cueM_cor_vert.jpg									1	{-h}	{-h}	299	2														
